City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Neiafu,TO,2020-10-28 03:59:29,-18.65,-173.98,78.8,69,75,11.41
282,Wamba,NG,2020-10-28 03:59:30,8.93,8.6,70.97,50,0,3.91
283,Zongolica,MX,2020-10-28 03:59:30,18.67,-96.98,70.02,85,97,1.14
284,Puerto Leguizamo,CO,2020-10-28 03:59:30,-0.19,-74.78,74.93,94,95,2.77
285,Sorong,ID,2020-10-28 03:54:54,-0.88,131.25,84.36,70,75,2.86
286,Bambous Virieux,MU,2020-10-28 03:52:57,-20.34,57.76,75.99,74,14,3.0
287,Adre,TD,2020-10-28 03:59:31,13.47,22.2,74.21,26,7,14.12
288,Kamaishi,JP,2020-10-28 03:59:31,39.27,141.88,57.2,50,40,3.36
289,College,US,2020-10-28 03:50:37,64.86,-147.8,28.4,92,90,4.7
290,Baykit,RU,2020-10-28 03:59:32,61.67,96.37,16.36,92,100,14.88
291,Douglas,US,2020-10-28 03:55:39,41.3,-96.17,33.8,55,1,5.82
292,Ponta Delgada,PT,2020-10-28 03:59:32,37.73,-25.67,62.6,63,75,5.19
293,Hambantota,LK,2020-10-28 03:59:32,6.12,81.12,83.82,69,94,5.68
294,Kungalv,SE,2020-10-28 03:59:33,57.87,11.98,48.99,96,94,4.0
295,Lagoa,PT,2020-10-28 03:59:33,39.05,-27.98,62.17,64,100,5.35
296,Sao Joao Da Barra,BR,2020-10-28 03:51:53,-21.64,-41.05,73.98,93,87,11.07
297,Okhotsk,RU,2020-10-28 03:51:52,59.38,143.3,33.22,79,0,4.97
298,Padang,ID,2020-10-28 03:54:55,-0.95,100.35,86.31,57,41,4.0
299,Finsterwalde,DE,2020-10-28 03:59:34,51.63,13.72,46.4,81,75,6.93
300,Severnoye,RU,2020-10-28 03:59:34,56.35,78.36,25.72,95,99,15.05
301,Pacifica,US,2020-10-28 03:46:10,37.61,-122.49,64.4,36,20,9.17
302,Presidencia Roque Saenz Pena,AR,2020-10-28 03:59:34,-26.79,-60.44,65.21,68,0,5.19
303,Salym,RU,2020-10-28 03:59:34,60.06,71.48,13.6,94,84,8.5
304,Mkushi,ZM,2020-10-28 03:59:35,-13.62,29.39,68.22,50,0,8.52
305,Piacabucu,BR,2020-10-28 03:59:35,-10.41,-36.43,75.88,87,98,12.06
306,North Platte,US,2020-10-28 03:54:47,41.12,-100.77,24.01,85,1,3.36
307,Provideniya,RU,2020-10-28 03:51:41,64.38,-173.3,32.0,96,75,13.42
308,Hirara,JP,2020-10-28 03:59:35,24.8,125.28,80.6,69,40,13.87
309,Caravelas,BR,2020-10-28 03:59:36,-17.71,-39.25,76.66,92,94,9.17
310,Markivka,UA,2020-10-28 03:59:36,49.52,39.57,39.58,71,12,13.35
311,Batagay-Alyta,RU,2020-10-28 03:59:36,67.8,130.41,4.23,83,0,2.04
312,Grafton,US,2020-10-28 03:59:36,42.21,-71.69,46.99,81,90,3.36
313,Libertador General San Martin,AR,2020-10-28 03:59:37,-23.81,-64.79,72.0,56,0,2.71
314,Coihaique,CL,2020-10-28 03:52:33,-45.58,-72.07,39.2,93,75,4.7
315,Inongo,CD,2020-10-28 03:59:37,-1.95,18.27,71.51,95,100,3.62
316,Pitimbu,BR,2020-10-28 03:59:37,-7.47,-34.81,77.0,88,40,4.7
317,Jardim,BR,2020-10-28 03:59:38,-21.48,-56.14,68.04,74,0,2.55
318,Kumluca,TR,2020-10-28 03:59:38,36.37,30.29,69.26,54,0,5.39
319,Ambilobe,MG,2020-10-28 03:59:38,-13.2,49.05,77.67,63,1,4.18
320,Nicoya,CR,2020-10-28 03:59:38,10.15,-85.45,74.86,92,94,1.92
321,Carnarvon,AU,2020-10-28 03:59:38,-24.87,113.63,75.2,64,0,24.16
322,Kodiak,US,2020-10-28 03:47:52,57.79,-152.41,42.8,56,90,6.96
323,Denpasar,ID,2020-10-28 03:57:51,-8.65,115.22,86.0,89,20,4.7
324,Aripuana,BR,2020-10-28 03:59:39,-9.17,-60.63,74.53,82,69,2.48
325,San Quintin,MX,2020-10-28 03:59:39,30.48,-115.95,60.85,54,0,1.19
326,Nehe,CN,2020-10-28 03:57:44,48.48,124.83,39.11,64,28,12.62
327,Boton,PH,2020-10-28 03:59:40,12.93,124.05,86.22,69,21,4.16
328,Okahandja,NA,2020-10-28 03:59:40,-21.98,16.92,72.0,39,86,5.99
329,Gayny,RU,2020-10-28 03:59:41,60.31,54.32,30.92,97,99,8.9
330,Belaya Gora,RU,2020-10-28 03:59:41,68.53,146.42,6.49,94,38,6.44
331,Syava,RU,2020-10-28 03:59:41,58.01,46.32,32.38,96,0,8.34
332,Bethel,US,2020-10-28 03:50:41,41.37,-73.41,50.0,61,90,3.36
333,Nara,JP,2020-10-28 03:57:35,34.69,135.8,73.99,46,75,2.24
334,Lodja,CD,2020-10-28 03:59:42,-3.48,23.43,68.16,95,100,1.32
335,Pavilosta,LV,2020-10-28 03:59:42,56.89,21.19,51.8,81,35,10.29
336,Kamenka,RU,2020-10-28 03:55:20,51.32,42.77,31.95,88,1,10.51
337,Atambua,ID,2020-10-28 03:52:08,-9.11,124.89,86.34,56,99,2.08
338,Sakassou,CI,2020-10-28 03:59:43,7.45,-5.29,73.4,100,75,4.7
339,Olafsvik,IS,2020-10-28 03:59:43,64.89,-23.71,39.45,71,100,19.75
340,Dennery,LC,2020-10-28 03:59:43,13.9,-60.89,82.4,83,75,12.75
341,Bathsheba,BB,2020-10-28 03:59:09,13.22,-59.52,80.6,83,40,17.22
342,Los Alamos,US,2020-10-28 03:59:43,35.89,-106.31,26.6,79,1,3.85
343,Coahuayana,MX,2020-10-28 03:52:11,18.73,-103.68,77.9,89,77,1.32
344,Te Anau,NZ,2020-10-28 03:52:53,-45.42,167.72,62.96,41,89,2.93
345,Moba,CN,2020-10-28 03:59:44,33.23,105.02,47.62,58,76,3.4
346,Port Augusta,AU,2020-10-28 03:59:44,-32.5,137.77,72.0,40,0,8.05
347,Ngunguru,NZ,2020-10-28 03:59:45,-35.62,174.5,63.95,88,89,8.93
348,Palembang,ID,2020-10-28 03:56:43,-2.92,104.75,89.98,56,81,5.57
349,Springfield,US,2020-10-28 03:56:19,37.22,-93.3,39.0,93,90,9.17
350,Caramay,PH,2020-10-28 03:59:46,10.18,119.24,84.31,69,94,5.37
351,San Jose,US,2020-10-28 03:59:46,37.34,-121.89,63.0,38,0,0.78
352,Kasongo-Lunda,CD,2020-10-28 03:59:46,-6.47,16.82,70.0,94,100,1.7
353,Sao Filipe,CV,2020-10-28 03:51:26,14.9,-24.5,81.37,69,90,3.78
354,Neyshabur,IR,2020-10-28 03:59:47,36.21,58.8,52.72,40,0,1.9
355,Port Macquarie,AU,2020-10-28 03:52:04,-31.43,152.92,71.01,72,90,12.75
356,Namibe,AO,2020-10-28 03:52:58,-15.2,12.15,69.31,85,2,5.26
357,Mehamn,NO,2020-10-28 03:51:40,71.04,27.85,37.4,86,75,12.75
358,Pemangkat,ID,2020-10-28 03:51:25,1.17,108.97,85.8,66,76,8.5
359,Cadillac,US,2020-10-28 03:59:48,44.25,-85.4,28.4,86,1,3.36
360,Xuddur,SO,2020-10-28 03:59:48,4.12,43.89,73.18,82,94,9.78
361,Pangody,RU,2020-10-28 03:59:49,65.85,74.49,0.32,89,0,7.78
362,Christchurch,NZ,2020-10-28 03:56:24,-43.53,172.63,57.2,62,57,17.22
363,Bhind,IN,2020-10-28 03:59:49,26.56,78.79,80.4,18,0,0.51
364,Porto Walter,BR,2020-10-28 03:59:50,-8.27,-72.74,76.95,69,100,1.03
365,Plettenberg Bay,ZA,2020-10-28 03:59:50,-34.05,23.37,60.04,71,45,5.99
366,Bucak,TR,2020-10-28 03:59:50,37.46,30.59,68.0,87,0,3.36
367,Los Llanos De Aridane,ES,2020-10-28 03:50:22,28.66,-17.92,69.8,64,75,8.05
368,Port Lincoln,AU,2020-10-28 03:51:37,-34.73,135.87,66.29,56,0,6.69
369,Half Moon Bay,US,2020-10-28 03:52:28,37.46,-122.43,64.4,36,5,2.73
370,Broome,US,2020-10-28 03:53:13,42.25,-75.83,46.0,87,90,3.36
371,Chapais,CA,2020-10-28 03:59:52,49.78,-74.85,23.0,73,90,8.05
372,Qaqortoq,GL,2020-10-28 03:59:52,60.72,-46.03,30.2,74,100,1.12
373,Rawlins,US,2020-10-28 03:51:02,41.79,-107.24,19.4,73,1,3.36
374,Teahupoo,PF,2020-10-28 03:59:53,-17.83,-149.27,82.4,74,75,16.11
375,Kidal,ML,2020-10-28 03:59:53,18.44,1.41,75.07,18,8,7.96
376,San Cristobal,VE,2020-10-28 03:51:44,7.77,-72.22,66.34,92,56,2.13
377,Podgornoye,RU,2020-10-28 03:59:54,51.73,39.15,32.0,72,0,8.95
378,Isangel,VU,2020-10-28 03:50:47,-19.55,169.27,78.62,69,13,16.98
379,Pritzwalk,DE,2020-10-28 03:59:54,53.15,12.17,51.01,83,100,5.99
380,Megion,RU,2020-10-28 03:59:54,61.03,76.11,8.6,84,0,8.95
381,Port Hedland,AU,2020-10-28 03:59:55,-20.32,118.57,86.0,55,24,13.87
382,San Juan,AR,2020-10-28 03:51:20,-31.54,-68.54,67.37,26,44,6.93
383,Aldan,RU,2020-10-28 03:59:55,58.6,125.39,12.18,94,100,4.0
384,Gorom-Gorom,BF,2020-10-28 03:59:55,14.44,-0.24,77.34,17,0,4.97
385,Tiznit,MA,2020-10-28 03:59:55,29.58,-9.5,61.12,54,72,0.92
386,Umm Kaddadah,SD,2020-10-28 03:59:56,13.6,26.69,79.02,22,0,15.17
387,Bardiyah,LY,2020-10-28 03:59:56,31.76,25.09,69.53,63,0,17.0
388,Kachiry,KZ,2020-10-28 03:59:56,53.07,76.1,30.61,96,70,17.76
389,Mentougou,CN,2020-10-28 03:59:56,39.94,116.09,66.0,21,98,2.06
390,Almaznyy,RU,2020-10-28 03:59:56,48.04,40.05,48.2,76,40,22.37
391,Talnakh,RU,2020-10-28 03:59:57,69.49,88.4,-3.21,80,0,5.46
392,Texarkana,US,2020-10-28 03:59:57,33.43,-94.05,51.8,87,90,4.7
393,Itarema,BR,2020-10-28 03:59:57,-2.92,-39.92,76.96,85,100,10.16
394,Bowen,AU,2020-10-28 03:51:19,-20.02,148.23,89.6,43,75,12.75
395,Udachnyy,RU,2020-10-28 03:50:24,66.42,112.4,-7.69,89,94,2.75
396,Gbarnga,LR,2020-10-28 03:59:58,7.0,-9.47,70.9,93,70,1.54
397,Vuktyl,RU,2020-10-28 03:59:58,63.86,57.31,32.14,98,100,9.93
398,Burnie,AU,2020-10-28 03:59:58,-41.07,145.92,62.01,52,79,8.99
399,Road Town,VG,2020-10-28 03:59:58,18.42,-64.62,81.0,89,4,13.0
400,Jerantut,MY,2020-10-28 03:59:24,3.94,102.36,91.29,53,90,1.45
401,Port Moresby,PG,2020-10-28 03:59:59,-9.44,147.18,78.8,94,90,20.8
402,Kavaratti,IN,2020-10-28 03:59:59,10.57,72.64,81.99,74,52,6.67
403,Seymchan,RU,2020-10-28 03:59:59,62.88,152.43,15.8,91,7,0.72
404,Pryazha,RU,2020-10-28 03:59:59,61.69,33.62,50.0,87,100,6.71
405,Bara,NG,2020-10-28 04:00:00,10.37,10.73,71.35,32,0,3.91
406,Swellendam,ZA,2020-10-28 04:00:00,-34.02,20.44,59.0,87,100,3.36
407,Hovd,MN,2020-10-28 03:58:54,48.01,91.64,41.85,53,8,2.26
408,Leogane,HT,2020-10-28 04:00:01,18.51,-72.63,82.4,74,0,4.7
409,Zarya,RU,2020-10-28 04:00:02,55.76,38.1,46.0,100,3,6.71
410,Banyo,CM,2020-10-28 04:00:03,6.75,11.82,64.63,74,44,2.98
411,Manitouwadge,CA,2020-10-28 04:00:05,49.12,-85.84,30.47,98,100,13.24
412,Burgersdorp,ZA,2020-10-28 04:00:06,-31.0,26.33,62.15,59,0,6.31
413,Liverpool,GB,2020-10-28 04:00:08,53.41,-2.98,46.99,87,86,14.99
414,Ndola,ZM,2020-10-28 04:00:08,-12.96,28.64,63.68,55,0,6.02
415,Marsh Harbour,BS,2020-10-28 04:00:09,26.54,-77.06,81.23,80,69,13.0
416,Sorland,NO,2020-10-28 04:00:09,67.67,12.69,41.0,86,20,2.24
417,Bandundu,CD,2020-10-28 04:00:10,-3.32,17.37,71.22,98,100,2.57
418,Kashi,CN,2020-10-28 03:59:12,39.45,75.98,48.2,36,0,4.47
419,Guano,EC,2020-10-28 04:00:11,-1.58,-78.63,50.49,83,100,1.23
420,Tafo,GH,2020-10-28 04:00:12,6.73,-1.61,70.43,97,100,1.59
421,Sur,OM,2020-10-28 04:00:13,22.57,59.53,77.72,53,0,2.84
422,Comodoro Rivadavia,AR,2020-10-28 04:00:01,-45.87,-67.5,55.4,35,0,24.16
423,Saquarema,BR,2020-10-28 04:00:14,-22.92,-42.51,70.77,93,10,5.66
424,Sambava,MG,2020-10-28 04:00:14,-14.27,50.17,75.51,73,2,7.7
425,Guaruja,BR,2020-10-28 04:00:15,-23.99,-46.26,77.0,26,38,1.12
426,Redmond,US,2020-10-28 03:56:25,47.67,-122.12,50.0,90,28,3.2
427,Nsukka,NG,2020-10-28 04:00:16,6.86,7.39,68.88,100,74,2.73
428,Saint-Ambroise,CA,2020-10-28 04:00:16,48.55,-71.33,27.0,79,75,3.36
429,Daru,PG,2020-10-28 04:00:16,-9.08,143.21,76.51,91,100,2.73
430,Nelson,NZ,2020-10-28 04:00:17,-41.28,173.28,63.0,58,82,1.99
431,Shache,CN,2020-10-28 04:00:17,38.42,77.24,52.09,38,100,4.21
432,Navsari,IN,2020-10-28 04:00:17,20.95,72.93,81.66,46,0,4.52
433,Waterfoot,GB,2020-10-28 04:00:18,53.69,-2.25,44.01,94,75,8.01
434,Leningradskiy,RU,2020-10-28 03:50:54,69.38,178.42,18.18,90,0,15.99
435,Rio Gallegos,AR,2020-10-28 03:56:52,-51.62,-69.22,48.2,36,20,21.92
436,Vitim,RU,2020-10-28 03:57:47,59.45,112.56,21.52,88,9,3.02
437,Sao Luis De Montes Belos,BR,2020-10-28 04:00:19,-16.52,-50.37,72.07,91,92,2.55
438,Cururupu,BR,2020-10-28 04:00:19,-1.83,-44.87,74.89,93,41,3.18
439,Domoni,KM,2020-10-28 04:00:20,-12.26,44.53,77.34,75,13,4.54
440,El Vigia,VE,2020-10-28 04:00:20,8.62,-71.65,75.9,78,11,2.28
441,Yajalon,MX,2020-10-28 04:00:20,17.23,-92.33,67.41,98,99,1.86
442,Port Hardy,CA,2020-10-28 04:00:05,50.7,-127.42,46.4,100,90,6.93
443,Pringsewu,ID,2020-10-28 04:00:21,-5.36,104.97,87.91,58,67,5.19
444,Saint-Francois,FR,2020-10-28 03:58:27,46.42,3.91,51.8,87,90,5.82
445,Dire Dawa,ET,2020-10-28 04:00:21,9.59,41.87,68.92,27,78,2.28
446,Senador Guiomard,BR,2020-10-28 04:00:22,-10.15,-67.74,71.6,100,0,4.7
447,Nanchong,CN,2020-10-28 04:00:22,30.8,106.08,58.57,80,100,5.95
448,Chenghai,CN,2020-10-28 04:00:22,23.46,116.77,84.2,51,0,8.95
449,Aasiaat,GL,2020-10-28 03:51:51,68.71,-52.87,13.64,95,84,2.86
450,Goderich,CA,2020-10-28 04:00:04,43.75,-81.72,44.01,75,97,12.44
451,Botngard,NO,2020-10-28 04:00:23,63.77,9.81,45.0,86,0,9.17
452,Rizhao,CN,2020-10-28 04:00:23,35.43,119.46,64.02,34,79,10.25
453,Fairlie,GB,2020-10-28 04:00:24,55.76,-4.86,48.0,84,99,5.99
454,Carauari,BR,2020-10-28 04:00:24,-4.88,-66.9,75.54,95,100,1.41
455,Turukhansk,RU,2020-10-28 04:00:25,65.82,87.98,6.37,86,97,20.04
456,Caucaia,BR,2020-10-28 03:52:20,-3.74,-38.65,80.6,78,40,8.05
457,Alofi,NU,2020-10-28 03:53:08,-19.06,-169.92,77.0,69,75,21.92
458,Canutama,BR,2020-10-28 04:00:26,-6.53,-64.38,72.95,95,100,2.28
459,Anzio,IT,2020-10-28 04:00:27,41.49,12.62,53.01,87,5,10.29
460,Calvinia,ZA,2020-10-28 04:00:27,-31.47,19.78,48.94,61,18,4.0
461,Gazli,UZ,2020-10-28 04:00:27,40.13,63.45,41.18,60,0,8.34
462,Zalari,RU,2020-10-28 04:00:27,53.56,102.51,38.7,74,11,9.17
463,Arlit,NE,2020-10-28 04:00:28,18.74,7.39,74.14,18,2,9.08
464,Beyneu,KZ,2020-10-28 04:00:28,45.32,55.2,33.13,84,0,8.23
465,Eydhafushi,MV,2020-10-28 04:00:29,5.1,73.07,83.07,74,11,8.43
466,Bluefields,NI,2020-10-28 04:00:29,12.01,-83.76,78.31,88,100,1.79
467,Punta Alta,AR,2020-10-28 04:00:29,-38.88,-62.07,54.63,67,9,9.89
468,Coracao De Maria,BR,2020-10-28 04:00:30,-12.23,-38.75,72.07,94,100,5.32
469,Rong Kwang,TH,2020-10-28 04:00:30,18.34,100.32,85.01,63,47,3.2
470,Maragogi,BR,2020-10-28 03:47:57,-9.01,-35.22,75.34,84,96,8.37
471,Aksu,CN,2020-10-28 04:00:30,41.12,80.26,52.34,38,100,1.97
472,Paamiut,GL,2020-10-28 04:00:31,61.99,-49.67,28.09,85,100,17.65
473,Krasnyy Chikoy,RU,2020-10-28 04:00:31,50.36,108.75,41.65,58,32,3.11
474,Bay Roberts,CA,2020-10-28 04:00:31,47.6,-53.26,37.4,100,90,8.05
475,Umm Lajj,SA,2020-10-28 04:00:32,25.02,37.27,83.62,36,0,4.94
476,Itambe,BR,2020-10-28 04:00:32,-15.24,-40.62,71.19,90,100,1.41
477,Campoverde,PE,2020-10-28 04:00:32,-8.48,-74.81,76.84,86,98,2.62
478,Gainesville,US,2020-10-28 03:56:18,29.65,-82.32,75.99,94,90,4.7
479,Kuytun,RU,2020-10-28 04:00:33,54.34,101.5,36.7,79,2,11.61
480,Sosnogorsk,RU,2020-10-28 04:00:33,63.6,53.88,36.28,97,100,8.48
481,Ishim,RU,2020-10-28 04:00:33,56.11,69.49,23.36,93,62,14.41
482,Iqaluit,CA,2020-10-28 03:50:56,63.75,-68.51,21.2,62,90,5.82
483,Sale,MA,2020-10-28 04:00:33,34.04,-6.82,50.0,93,0,5.12
484,Storsteinnes,NO,2020-10-28 04:00:34,69.24,19.23,33.8,92,90,1.12
485,North Bend,US,2020-10-28 03:57:50,43.41,-124.22,51.01,87,1,6.93
486,Melilla,ES,2020-10-28 04:00:35,35.29,-2.94,51.8,62,0,1.12
487,Linguere,SN,2020-10-28 03:58:38,15.4,-15.12,76.62,18,0,4.85
488,Gushikawa,JP,2020-10-28 03:52:27,26.35,127.87,82.4,58,20,13.87
489,Cuajinicuilapa,MX,2020-10-28 04:00:35,16.47,-98.42,76.93,92,99,1.83
490,Chadan,RU,2020-10-28 04:00:36,51.28,91.58,32.18,86,100,3.71
491,Ketchikan,US,2020-10-28 03:51:32,55.34,-131.65,46.4,100,90,1.32
492,Pevek,RU,2020-10-28 04:00:36,69.7,170.31,21.04,95,100,8.9
493,Rawson,AR,2020-10-28 03:49:29,-43.3,-65.1,56.59,36,36,13.06
494,Sibolga,ID,2020-10-28 04:00:37,1.74,98.78,85.86,57,56,4.45
495,Bolivar,US,2020-10-28 03:58:39,37.61,-93.41,35.01,95,96,4.34
496,Suluq,LY,2020-10-28 04:00:38,31.67,20.25,69.01,68,71,9.42
497,Kande,TG,2020-10-28 04:00:38,9.96,1.04,66.2,77,79,4.7
498,Flinders,AU,2020-10-28 04:00:38,-34.58,150.86,69.01,63,40,8.05
499,Hameenlinna,FI,2020-10-28 04:00:38,61.0,24.46,45.0,93,90,8.05
500,Nantucket,US,2020-10-28 04:00:39,41.28,-70.1,52.0,63,90,5.82
501,Lazaro Cardenas,MX,2020-10-28 04:00:39,17.96,-102.2,79.57,87,12,6.64
502,Urusha,RU,2020-10-28 03:52:57,54.05,122.9,24.64,88,97,5.91
503,Ulladulla,AU,2020-10-28 04:00:40,-35.35,150.47,66.2,63,40,8.05
504,Camacha,PT,2020-10-28 04:00:40,33.08,-16.33,64.4,77,40,5.82
505,Gornopravdinsk,RU,2020-10-28 04:00:40,60.05,69.9,16.02,95,100,6.24
506,Preston,GB,2020-10-28 04:00:40,53.77,-2.72,46.0,89,83,11.79
507,Gondanglegi,ID,2020-10-28 04:00:41,-7.75,112.01,88.83,59,92,12.12
508,Joshimath,IN,2020-10-28 04:00:41,30.57,79.57,63.05,22,0,3.78
509,Hofn,IS,2020-10-28 04:00:42,64.25,-15.21,40.6,78,100,23.87
510,Khor,RU,2020-10-28 03:52:21,47.89,134.95,43.11,72,100,8.72
511,Bilibino,RU,2020-10-28 03:59:46,68.05,166.44,5.52,90,100,1.54
512,Beloha,MG,2020-10-28 04:00:43,-25.17,45.05,74.1,73,90,16.46
513,Lasa,IT,2020-10-28 03:51:44,46.62,10.7,39.99,86,5,3.36
514,Lima,PE,2020-10-28 03:58:36,-12.04,-77.03,62.6,77,20,11.41
515,Krasnyy Profintern,RU,2020-10-28 04:00:44,57.74,40.44,42.8,87,40,8.95
516,Twentynine Palms,US,2020-10-28 04:00:44,34.14,-116.05,57.2,11,1,4.7
517,Eureka,US,2020-10-28 03:49:58,40.8,-124.16,50.0,81,1,2.48
518,Xuanhua,CN,2020-10-28 04:00:45,40.61,115.04,51.6,34,100,5.03
519,Rolante,BR,2020-10-28 04:00:45,-29.65,-50.58,62.01,91,98,1.01
520,Huarmey,PE,2020-10-28 03:51:58,-10.07,-78.15,63.25,87,89,7.2
521,Pangnirtung,CA,2020-10-28 03:51:32,66.15,-65.71,8.35,76,0,4.03
522,Beaufort,MY,2020-10-28 04:00:46,5.35,115.75,89.6,59,20,3.36
523,Mishan,CN,2020-10-28 04:00:47,45.55,131.88,46.54,50,0,10.58
524,Guanay,BO,2020-10-28 04:00:47,-15.5,-67.88,70.77,71,11,1.86
525,Novoagansk,RU,2020-10-28 04:00:47,61.94,76.66,10.38,93,64,13.4
526,Ankang,CN,2020-10-28 04:00:48,32.68,109.02,55.49,81,100,1.19
527,Loandjili,CG,2020-10-28 04:00:48,-4.76,11.86,78.8,88,90,8.05
528,Alyangula,AU,2020-10-28 04:00:48,-13.85,136.42,86.0,58,75,8.05
529,Vostok,RU,2020-10-28 04:00:49,46.49,135.88,33.98,100,100,1.9
530,Antalaha,MG,2020-10-28 04:00:49,-14.9,50.28,75.72,71,1,5.21
531,Dolores,AR,2020-10-28 04:00:50,-36.31,-57.68,48.29,69,0,1.86
532,Trinidad,BO,2020-10-28 04:00:50,-14.83,-64.9,76.17,79,52,5.06
533,Biak,ID,2020-10-28 04:00:50,-0.91,122.88,85.73,61,89,6.58
534,Laurinburg,US,2020-10-28 04:00:51,34.77,-79.46,66.0,93,20,4.27
535,Svetlogorsk,BY,2020-10-28 03:52:24,52.63,29.73,44.06,91,1,6.38
536,Clyde River,CA,2020-10-28 03:50:56,70.47,-68.59,14.0,61,1,6.93
537,Owosso,US,2020-10-28 04:00:51,43.0,-84.18,37.99,93,90,6.93
538,Komsomolskiy,UZ,2020-10-28 04:00:52,40.43,71.72,50.0,53,100,4.7
539,Sisimiut,GL,2020-10-28 04:00:52,66.94,-53.67,17.65,89,0,10.29
540,Parati,BR,2020-10-28 04:00:53,-23.22,-44.71,73.29,80,0,2.62
541,Black River,JM,2020-10-28 04:00:53,18.03,-77.85,82.4,83,40,1.12
542,Henties Bay,NA,2020-10-28 03:51:46,-22.12,14.28,57.99,89,95,9.28
543,Kisangani,CD,2020-10-28 04:00:53,0.52,25.2,69.89,98,100,3.69
544,Kupino,RU,2020-10-28 04:00:54,54.37,77.3,30.78,97,52,16.04
545,Petropavlovsk-Kamchatskiy,RU,2020-10-28 04:00:54,53.05,158.65,46.4,65,40,6.71
546,Necochea,AR,2020-10-28 04:00:54,-38.55,-58.74,51.01,86,61,1.01
547,Soe,ID,2020-10-28 04:00:55,-9.86,124.28,83.75,55,39,8.23
548,Padre Bernardo,BR,2020-10-28 04:00:55,-15.35,-48.5,71.62,88,99,1.63
549,Lyubar,UA,2020-10-28 04:00:56,49.92,27.76,48.85,94,0,6.2
550,Geraldton,AU,2020-10-28 03:50:56,-28.77,114.6,75.2,47,0,19.46
551,Pingliang,CN,2020-10-28 04:00:56,35.54,106.69,46.98,61,83,4.43
552,Kenora,CA,2020-10-28 04:00:56,49.82,-94.43,28.4,92,90,11.41
553,Santa Vitoria,BR,2020-10-28 04:00:57,-18.84,-50.12,74.7,74,1,1.79
554,Roma,US,2020-10-28 04:00:57,43.21,-75.46,41.0,86,90,1.07
555,Waw,SS,2020-10-28 04:00:57,7.7,28.0,71.94,77,44,0.47
556,Foumbot,CM,2020-10-28 04:00:58,5.51,10.64,63.54,88,25,2.04
557,Huanren,CN,2020-10-28 04:00:58,41.26,125.37,48.61,44,0,8.46
558,Kulhudhuffushi,MV,2020-10-28 04:00:59,6.62,73.07,82.8,72,6,6.96
559,Meadow Lake,US,2020-10-28 04:00:04,34.8,-106.54,30.99,80,75,3.36
560,Toktogul,KG,2020-10-28 04:00:59,41.87,72.94,47.46,62,100,1.23
561,Akhtubinsk,RU,2020-10-28 04:00:33,48.28,46.17,36.9,71,80,12.3
